School_District,Account_Name,V_Counter,Description,Debit,Credit,Date,Reference_Type,Reference,Check_Key,Claim_No,Received_From,Vendor_Number,Vendor_Name,Invoice_Number,Batch_year,BatchNo,Cancel_Flag,CP_Dummy,Unnamed_19,Fiscal_Year,Fund_Code,School_Code,Function_Code,Program_Code,Object_Code
Cordova City School District,600.000.Building Repair/Mai,14-09112018,pearson/roof material/tech roo,302.07,0,9/11/2018,P,,100004686,10154,,598,NORTH STAR LUMBER CO          ,122525,19,114,   ,14-09112018,,19,100,600,600,0,442
Cordova City School District,600.000.Building Repair/Mai,15-09112018,insulation/hs/pearson,77.12,0,9/11/2018,P,,100004686,10155,,598,NORTH STAR LUMBER CO          ,122574,19,114,   ,15-09112018,,19,100,600,600,0,442
Cordova City School District,600.000.Building Repair/Mai,16-09112018,insulation/hs/pearson,-38.56,0,9/11/2018,P,,100004686,10159,,598,NORTH STAR LUMBER CO          ,122583,19,114,   ,16-09112018,,19,100,600,600,0,442
Cordova City School District,600.000.Building Repair/Mai,17-09112018,hs general maint repair,161.66,0,9/11/2018,P,,100004686,10158,,598,NORTH STAR LUMBER CO          ,122605,19,114,   ,17-09112018,,19,100,600,600,0,442
Cordova City School District,600.000.Building Repair/Mai,18-09112018,gym/wght room/general repairs/,449.09,0,9/11/2018,P,,100004686,10156,,598,NORTH STAR LUMBER CO          ,122661,19,114,   ,18-09112018,,19,100,600,600,0,442
Cordova City School District,600.000.Building Repair/Mai,19-07302018,v-T&A supply/flooring adh/wood,113.99,0,7/30/2018,P,,108262018,10029,,3867,One time Vendor               , 07-30-2018_       ,19,92,   ,19-07302018,,19,100,600,600,0,442
Cordova City School District,600.000.Building Repair/Mai,20-12132018,,0,3065,12/13/2018,P,,100004687,10150,,101489,NORTHERN LIGHTS ELECTRIAL     ,957,19,333,   ,20-12132018,,19,100,600,600,0,442
Cordova City School District,600.000.Building Repair/Mai,2-04302019,amz-door holders-josh-maint,362.28,0,4/30/2019,P,,105262019,12477,,101485,AMAZON ONLINE ORDERING        , 04-30-2019_       ,19,665,   ,2-04302019,,19,100,600,600,0,442
Cordova City School District,600.000.Building Repair/Mai,21-12132018,,0,750,12/13/2018,P,,100004623,9876,,7390,Hawk Construction LLC         ,8192018,19,334,   ,21-12132018,,19,100,600,600,0,442
Cordova City School District,600.000.Building Repair/Mai,22-12132018,,0,126.74,12/13/2018,P,,100004686,10157,,598,NORTH STAR LUMBER CO          ,122337,19,335,   ,22-12132018,,19,100,600,600,0,442
Cordova City School District,600.000.Building Repair/Mai,23-12132018,,0,53.3,12/13/2018,P,,100004686,10153,,598,NORTH STAR LUMBER CO          ,122484,19,335,   ,23-12132018,,19,100,600,600,0,442
Cordova City School District,600.000.Building Repair/Mai,24-12132018,,0,302.07,12/13/2018,P,,100004686,10154,,598,NORTH STAR LUMBER CO          ,122525,19,335,   ,24-12132018,,19,100,600,600,0,442
Cordova City School District,600.000.Building Repair/Mai,25-12132018,,0,77.12,12/13/2018,P,,100004686,10155,,598,NORTH STAR LUMBER CO          ,122574,19,335,   ,25-12132018,,19,100,600,600,0,442
Cordova City School District,600.000.Building Repair/Mai,26-12132018,,0,-38.56,12/13/2018,P,,100004686,10159,,598,NORTH STAR LUMBER CO          ,122583,19,335,   ,26-12132018,,19,100,600,600,0,442
Cordova City School District,600.000.Building Repair/Mai,27-12132018,,0,161.66,12/13/2018,P,,100004686,10158,,598,NORTH STAR LUMBER CO          ,122605,19,335,   ,27-12132018,,19,100,600,600,0,442
Cordova City School District,600.000.Building Repair/Mai,28-12032018,wiring exhaust hood/new plug t,542.1,0,12/3/2018,P,,100004957,11045,,101489,NORTHERN LIGHTS ELECTRIAL     ,979,19,295,   ,28-12032018,,19,100,600,600,0,442
Cordova City School District,600.000.Building Repair/Mai,29-12102018,hs window latch repair and rep,591.98,0,12/10/2018,P,,112262018,11287,,3867,One time Vendor               , 12-10-2018_       ,19,363,   ,29-12102018,,19,100,600,600,0,442
Cordova City School District,600.000.Building Repair/Mai,30-02052019,frontier supply/hs toilet/supp,131.01,0,2/5/2019,P,,100005078,11558,,101547,ALASKA AIR CARGO              ,629317,19,439,   ,30-02052019,,19,100,600,600,0,442
Cordova City School District,600.000.Building Repair/Mai,3-05232019,amz/taco seal kit/josh p,793.01,0,5/23/2019,P,,105262019,12446,,101485,AMAZON ONLINE ORDERING        , 05-23-2019_       ,19,665,   ,3-05232019,,19,100,600,600,0,442
Cordova City School District,600.000.Building Repair/Mai,31-02052019,replacement bathroom supplies,1105.65,0,2/5/2019,P,,100005093,11578,,8249,Parts Supply Incorporated     ,1882,19,439,   ,31-02052019,,19,100,600,600,0,442
Cordova City School District,600.000.Building Repair/Mai,32-01232019,pearson/core's/supplies,521,0,1/23/2019,P,,101262019,11489,,1389,SPENARD BUILDER S SUPPLY      , 01-23-2019_       ,19,441,   ,32-01232019,,19,100,600,600,0,442
Cordova City School District,600.000.Building Repair/Mai,33-01042019,solarflex-roof cement-trowl su,71.96,0,1/4/2019,P,,100005026,11177,,4758,Ace Hardware                  ,28713,19,360,   ,33-01042019,,19,100,600,600,0,442
Cordova City School District,600.000.Building Repair/Mai,34-08082018,repair tech room sheet rock fi,750,0,8/8/2018,P,,100004623,9876,,7390,Hawk Construction LLC         ,8192018,19,53,   ,34-08082018,,19,100,600,600,0,442
Cordova City School District,600.000.Building Repair/Mai,35-08282018,high school boiler repair wk,125,0,8/28/2018,P,,100004640,9908,,100085,KIWI MECHANICAL               ,989744,19,88,   ,35-08282018,,19,100,600,600,0,442
Cordova City School District,600.000.Building Repair/Mai,36-08282018,fab-table leg mounts/supplies,271.32,0,8/28/2018,P,,100004644,9916,,100692,PETERSON S WELDING & MACHINE  ,54460,19,88,   ,36-08282018,,19,100,600,600,0,442
Cordova City School District,600.000.Building Repair/Mai,37-02122019,labor/repair both boilers,270,0,2/12/2019,P,,100005104,11599,,101159,COPPER HIGHWAY HEATING        ,47287,19,457,   ,37-02122019,,19,100,600,600,0,442
Cordova City School District,600.000.Building Repair/Mai,38-02122019,labor-materials repair /maint,5265,0,2/12/2019,P,,100005111,11607,,8214,"Pinnacle Mechanical, Inc.     ", 0019-105PS        ,19,457,   ,38-02122019,,19,100,600,600,0,442
Cordova City School District,600.000.Building Repair/Mai,39-03012019,jpearson-maidomist auto vent,51.36,0,3/1/2019,P,,100005171,11855,,6394,Viking Marine Supply          ,8634,19,495,   ,39-03012019,,19,100,600,600,0,442
Cordova City School District,600.000.Building Repair/Mai,40-03012019,jpearson-waste oil repair,516.35,0,3/1/2019,P,,100005171,11856,,6394,Viking Marine Supply          ,8736,19,495,   ,40-03012019,,19,100,600,600,0,442
Cordova City School District,600.000.Building Repair/Mai,4-05152019,grain/selector switch/pearson,171.39,0,5/15/2019,P,,105262019,12456,,6262,Grainger                      , 05-15-2019_       ,19,665,   ,4-05152019,,19,100,600,600,0,442
Cordova City School District,600.000.Building Repair/Mai,41-03012019,jpearson-waste oil repair,279.47,0,3/1/2019,P,,100005171,11857,,6394,Viking Marine Supply          ,8708,19,495,   ,41-03012019,,19,100,600,600,0,442
Cordova City School District,600.000.Building Repair/Mai,42-02262019,repair/replace/hs toilets/and,0,1064.37,2/26/2019,O,19000493,,,,3867,One time Vendor               ,                   ,19,485,   ,42-02262019,,19,100,600,600,0,442
Cordova City School District,600.000.Building Repair/Mai,43-03042019,pearson-repair supplies,82.29,0,3/4/2019,P,,103262019,12032,,6262,Grainger                      , 03-04-2019_       ,19,528,   ,43-03042019,,19,100,600,600,0,442
Cordova City School District,600.000.Building Repair/Mai,44-01242019,repair/replace/hs toilets/and,1064.37,0,1/24/2019,O,19000493,,,,3867,One time Vendor               ,                   ,19,403,   ,44-01242019,,19,100,600,600,0,442
Cordova City School District,600.000.Building Repair/Mai,45-03012019,josh-oil liq wrnch-sck set,68.48,0,3/1/2019,P,,100005154,11812,,4758,Ace Hardware                  ,30700,19,495,   ,45-03012019,,19,100,600,600,0,442
Cordova City School District,600.000.Building Repair/Mai,46-03012019,josh-totary toolkit drml 3000,-20,0,3/1/2019,P,,100005154,11816,,4758,Ace Hardware                  ,30453,19,495,   ,46-03012019,,19,100,600,600,0,442
Cordova City School District,600.000.Building Repair/Mai,47-07012018,FY19 Adopted Budget,0,30000,7/1/2018,B,477,,,,         ,                              ,                   ,19,66,   ,47-07012018,,19,100,600,600,0,442
Cordova City School District,600.000.Building Repair/Mai,48-12272018,hs repair /12x10 high door,501.88,0,12/27/2018,P,,100005018,11159,,8206,Overhead Door                 ,40897,19,357,   ,48-12272018,,19,100,600,600,0,442
Cordova City School District,600.000.Building Repair/Mai,5-06062019,grainger/powered door operator,2188.15,0,6/6/2019,P,,106262019,12640,,100627,GRAINGER                      , 06-06-2019_       ,19,714,   ,5-06062019,,19,100,600,600,0,442
Cordova City School District,600.000.Building Repair/Mai,6-06032019,grainger/swivel casters,613.44,0,6/3/2019,P,,106262019,12645,,100627,GRAINGER                      , 06-03-2019_       ,19,714,   ,6-06032019,,19,100,600,600,0,442
Cordova City School District,600.000.Building Repair/Mai,7-06032019,grainger/dolly cap/swivel cast,872.3,0,6/3/2019,P,,106262019,12646,,100627,GRAINGER                      , 06-03-2019_       ,19,714,   ,7-06032019,,19,100,600,600,0,442
Cordova City School District,600.000.Building Repair/Mai,8-06032019,grainger/sink faucet repair,120.54,0,6/3/2019,P,,106262019,12647,,100627,GRAINGER                      , 06-03-2019_       ,19,714,   ,8-06032019,,19,100,600,600,0,442
Cordova City School District,600.000.Building Repair/Mai,9-10022018,roof flashing/pearson,50.98,0,10/2/2018,P,,100004751,10407,,6394,Viking Marine Supply          ,7820,19,157,   ,9-10022018,,19,100,600,600,0,442
Cordova City School District,600.000.Property Insurance,1-12312018,City In-Kind Insurance 2018-19,64091.74,0,12/31/2018,J,1036,,,,         ,                              ,                   ,19,552,   ,1-12312018,,19,100,600,600,0,446
Cordova City School District,600.000.Property Insurance,2-07012018,FY19 Adopted Budget,0,68000,7/1/2018,B,477,,,,         ,                              ,                   ,19,66,   ,2-07012018,,19,100,600,600,0,446
Cordova City School District,600.000.Supplies and Materi,100-02052019,key kwikset/supplies /pearson,20.94,0,2/5/2019,P,,100005082,11560,,4758,Ace Hardware                  ,29537,19,439,   ,100-02052019,,19,100,600,600,0,450
Cordova City School District,600.000.Supplies and Materi,10-06052019,josh/supplies,20.97,0,6/5/2019,P,,100005355,12497,,4758,Ace Hardware                  ,32336,19,668,   ,10-06052019,,19,100,600,600,0,450
Cordova City School District,600.000.Supplies and Materi,101-02052019,gasket/make/rtv ult blue/pears,11.99,0,2/5/2019,P,,100005082,11564,,4758,Ace Hardware                  ,29733,19,439,   ,101-02052019,,19,100,600,600,0,450
Cordova City School District,600.000.Supplies and Materi,102-02052019,pearson/1x4 supplies,8.95,0,2/5/2019,P,,100005090,11576,,598,NORTH STAR LUMBER CO          ,124973,19,439,   ,102-02052019,,19,100,600,600,0,450
Cordova City School District,600.000.Supplies and Materi,103-03182019,supplies/josh pearson,29.36,0,3/18/2019,P,,100005191,11912,,101197,BEEDLE  ROBERT                ,2137,19,518,   ,103-03182019,,19,100,600,600,0,450
Cordova City School District,600.000.Supplies and Materi,104-02112019,amz/water filter/ponte/pearson,141.81,0,2/11/2019,P,,102262019,11732,,101485,AMAZON ONLINE ORDERING        , 02-11-2019_       ,19,494,   ,104-02112019,,19,100,600,600,0,450
Cordova City School District,600.000.Supplies and Materi,105-11292018,amz/windsor bags/josh,79.96,0,11/29/2018,P,,112262018,11324,,101485,AMAZON ONLINE ORDERING        , 11-29-2018_       ,19,363,   ,105-11292018,,19,100,600,600,0,450
Cordova City School District,600.000.Supplies and Materi,106-02182019,dist-shore-tankstand-josh-2-11,275,0,2/18/2019,P,,102262019,11756,,910,SHORESIDE PETROLEUM  INC.     , 02-18-2019_       ,19,494,   ,106-02182019,,19,100,600,600,0,450
Cordova City School District,600.000.Supplies and Materi,107-12062018,retro fit lighting supplies,2418.4,0,12/6/2018,P,,112262018,11348,,3867,One time Vendor               , 12-06-2018_       ,19,363,   ,107-12062018,,19,100,600,600,0,450
Cordova City School District,600.000.Supplies and Materi,108-01252019,lowes-flooring tile/mt eccles,1550.7,0,1/25/2019,P,,101262019,11478,,2771,Lowes                         , 01-25-2019_       ,19,441,   ,108-01252019,,19,100,600,600,0,450
Cordova City School District,600.000.Supplies and Materi,109-02062019,hs/bathroom part repair/maint/,195,0,2/6/2019,P,,102262019,11768,,101853,ALL PARTITIONS                , 02-06-2019_       ,19,494,   ,109-02062019,,19,100,600,600,0,450
Cordova City School District,600.000.Supplies and Materi,1-10082018,cl69748 maint-9-20-18,70.27,0,10/8/2018,P,,110262018,10790,,101813,SHORESIDE PETROLEUM-SEWARD    , 10-08-2018_       ,19,249,   ,1-10082018,,19,100,600,600,0,450
Cordova City School District,600.000.Supplies and Materi,110-11292018,amz/hinge doctor/josh p,149.88,0,11/29/2018,P,,112262018,11360,,101485,AMAZON ONLINE ORDERING        , 11-29-2018_       ,19,363,   ,110-11292018,,19,100,600,600,0,450
Cordova City School District,600.000.Supplies and Materi,11-06052019,ace-josh/supply,57.41,0,6/5/2019,P,,100005355,12500,,4758,Ace Hardware                  ,32529,19,668,   ,11-06052019,,19,100,600,600,0,450
Cordova City School District,600.000.Supplies and Materi,111-01242019,maint/5.296gal@3.62,19.21,0,1/24/2019,P,,101262019,11485,,101813,SHORESIDE PETROLEUM-SEWARD    , 01-24-2019_       ,19,441,   ,111-01242019,,19,100,600,600,0,450
Cordova City School District,600.000.Supplies and Materi,112-02182019,amz/ponte/filters change out,177.36,0,2/18/2019,P,,102262019,11793,,101485,AMAZON ONLINE ORDERING        , 02-18-2019_       ,19,494,   ,112-02182019,,19,100,600,600,0,450
Cordova City School District,600.000.Supplies and Materi,113-01212019,15 duplicate keys for school,120,0,1/21/2019,P,,101262019,11497,,1840,ABLE LOCKSMITHS               , 01-21-2019_       ,19,441,   ,113-01212019,,19,100,600,600,0,450
Cordova City School District,600.000.Supplies and Materi,114-01042019,pipe-union-tee-solder-pearson,140.41,0,1/4/2019,P,,100005038,11204,,6394,Viking Marine Supply          ,8441,19,360,   ,114-01042019,,19,100,600,600,0,450
Cordova City School District,600.000.Supplies and Materi,115-01042019,odor genie-garment hook-suppli,33.96,0,1/4/2019,P,,100005026,11174,,4758,Ace Hardware                  ,28991,19,360,   ,115-01042019,,19,100,600,600,0,450
Cordova City School District,600.000.Supplies and Materi,116-01042019,gorilla tape-kilz primer,32.97,0,1/4/2019,P,,100005026,11178,,4758,Ace Hardware                  ,29048,19,360,   ,116-01042019,,19,100,600,600,0,450
Cordova City School District,600.000.Supplies and Materi,117-01042019,1/4 bolt-lockwash-steel wool-b,61.25,0,1/4/2019,P,,100005026,11175,,4758,Ace Hardware                  ,29126,19,360,   ,117-01042019,,19,100,600,600,0,450
Cordova City School District,600.000.Supplies and Materi,118-01042019,elbow copper- alcohol rubbing,13.58,0,1/4/2019,P,,100005026,11176,,4758,Ace Hardware                  ,29177,19,360,   ,118-01042019,,19,100,600,600,0,450
